Glon,Glat,comments,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity
359.8741,0.1393,,13.07923529,0.136941176,12.25917647,0.137235294,0.014967176,17,split_350.0_360.0/9_4.csv,0.6-4.0,1992,484882,0.920271715,4.62
334.6462,0.4406,,13.382125,0.118125,12.562625,0.144875,0.013346811,16,split_295.0_335.0/39_3.csv,0.6-4.0,265,251112,1.349689305,3.75
356.0177,-0.7578,CLUMP,13.49535714,0.115428571,12.67617857,0.133571429,0.060234114,28,split_350.0_360.0/6_3.csv,0.6-4.0,109,458347,0.387385508,7.72
23.2734,0.0816,,13.0045,0.1124,12.18566667,0.127433333,0.024649956,30,split_15.0_35.0/8_3.csv,0.6-4.0,746,255814,1.357588099,4.72
354.2007,0.0754,,13.41713333,0.106233333,12.59856667,0.1166,0.028141969,30,split_350.0_360.0/4_4.csv,0.6-4.0,362,421934,0.925911698,3.41
359.5045,0.1322,,12.56661538,0.092153846,11.74823077,0.105230769,0.013546882,13,split_350.0_360.0/9_4.csv,0.6-4.0,1618,484882,0.777519053,1.58
10.9612,0.1434,,12.88515909,0.118227273,12.06681818,0.129886364,0.051922081,44,split_0.0_15.0/10_4.csv,0.6-4.0,205,344049,0.815108642,6.93
352.8605,-0.1439,,13.50391667,0.118083333,12.68591667,0.123583333,0.016545751,12,split_350.0_360.0/2_4.csv,0.6-4.0,618,363712,0.678486182,6.53
8.4793,-0.6825,'**',14.03138462,0.100538462,13.21346154,0.121076923,0.011098755,13,split_0.0_15.0/8_3.csv,0.6-4.0,769,240064,1.348747467,4.54
0.3287,-0.1282,,12.3315,0.101638889,11.51363889,0.1035,0.011280482,36,split_0.0_15.0/0_4.csv,0.6-4.0,3233,487724,2.578177756,5.72
355.715,0.09,Cl*_NGC_6383_ZMR_52,13.41421429,0.107,12.59714286,0.131357143,0.010886068,14,split_350.0_360.0/5_4.csv,0.6-4.0,681,412872,1.129208994,8.5
334.3351,-0.8988,,13.42873333,0.137533333,12.61226667,0.156266667,0.042194423,15,split_295.0_335.0/39_2.csv,0.6-4.0,159,286116,0.374964538,4
352.523,0.6583,,14.08,0.107266667,13.26373333,0.131866667,0.016503706,15,split_350.0_360.0/2_5.csv,0.6-4.0,408,189952,1.176556824,3.46
356.2068,0.8137,,12.83283333,0.10225,12.01675,0.125666667,0.028977681,12,split_350.0_360.0/6_5.csv,0.6-4.0,247,420949,0.360104003,2.94
352.2214,-0.932,,13.9840625,0.109125,13.1685,0.1351875,0.035984928,32,split_350.0_360.0/2_3.csv,0.6-4.0,383,189559,1.152344135,3.47
312.402,-0.8957,,14.02013333,0.133933333,13.2048,0.166733333,0.068903858,15,split_295.0_335.0/17_2.csv,0.6-4.0,88,179586,0.289825467,4.5
21.8726,-0.5906,,13.42776923,0.119384615,12.61246154,0.145269231,0.044186379,26,split_15.0_35.0/6_2.csv,0.6-4.0,227,265704,0.644037201,1.74
1.4977,0.0995,,12.80972727,0.108136364,11.99536364,0.115590909,0.015402387,22,split_0.0_15.0/1_4.csv,0.6-4.0,3004,451607,1.199166241,3.54
4.4691,-0.3092,,13.28771429,0.117238095,12.47457143,0.126857143,0.038619931,21,split_0.0_15.0/4_4.csv,0.6-4.0,237,387383,0.492904281,2.2
13.0323,-0.2914,,13.71354167,0.105729167,12.9006875,0.129583333,0.016821212,48,split_0.0_15.0/13_4.csv,0.6-4.0,1582,276679,3.060701068,3.1
355.2828,-0.1943,,13.58045,0.1175,12.76795,0.1333,0.03822586,20,split_350.0_360.0/5_4.csv,0.6-4.0,329,412872,0.459399038,3.14
332.1975,0.6021,,13.5441875,0.108729167,12.7319375,0.127291667,0.031024627,48,split_295.0_335.0/37_3.csv,0.6-4.0,335,224142,1.843733334,9.94
355.1276,0.8671,,13.78936842,0.103947368,12.97752632,0.124421053,0.030042624,19,split_350.0_360.0/5_5.csv,0.6-4.0,161,402308,0.562550435,4.33
326.9428,-0.2297,,14.01075,0.114875,13.1991875,0.14825,0.023309911,16,split_295.0_335.0/32_2.csv,0.6-4.0,352,193455,0.880469766,5.13
358.427,-0.5308,,13.25961364,0.092409091,12.44877273,0.092727273,0.023148254,44,split_350.0_360.0/8_4.csv,0.6-4.0,603,468454,1.566844981,3.32
322.2894,-0.9652,,13.94532,0.14596,13.1352,0.16676,0.09073162,25,split_295.0_335.0/27_2.csv,0.6-4.0,70,204577,0.343698791,3.43
8.4833,-0.6522,'very_faint',14.19083333,0.094916667,13.38079167,0.115541667,0.012545407,24,split_0.0_15.0/8_3.csv,0.6-4.0,770,240064,2.202865729,3.53
11.8149,0.8296,,11.68475,0.1005,10.87483333,0.106583333,0.029563722,12,split_0.0_15.0/11_5.csv,0.6-4.0,157,213735,0.495346822,0.94
309.3829,-0.1594,VVV_CL031_(off),13.84254545,0.122121212,13.0340303,0.156151515,0.067424107,33,split_295.0_335.0/14_2.csv,0.6-4.0,117,174031,0.661927606,3.62
359.5976,0.8657,,13.25329167,0.134541667,12.44491667,0.133875,0.063463186,24,split_350.0_360.0/9_5.csv,0.6-4.0,171,464415,0.313084319,2.03
359.4373,-0.0327,,12.65163158,0.121210526,11.84326316,0.103526316,0.009472778,19,split_350.0_360.0/9_4.csv,0.6-4.0,3870,484882,1.625111995,2.14
350.8873,-0.8738,,14.12015385,0.141923077,13.31184615,0.179076923,0.039550718,13,split_350.0_360.0/0_3.csv,0.6-4.0,195,341627,0.317276531,6.55
7.0097,0.7398,,13.87053333,0.115266667,13.06313333,0.140266667,0.049181371,15,split_0.0_15.0/7_5.csv,0.6-4.0,111,348821,0.291349567,4.51
3.3328,1.6491,,13.69352941,0.133058824,12.88664706,0.148,0.046526197,17,split_0.0_15.0/3_6.csv,0.6-4.0,126,366087,0.340709528,2.98
311.4849,0.12,IR,14.18975,0.130333333,13.38391667,0.135833333,0.015892639,12,split_295.0_335.0/16_3.csv,0.6-4.0,287,159026,1.068258153,4.49
311.0357,0.3798,[PZD2009]_J135957.4-612432.9,13.43282353,0.1265,12.62717647,0.139029412,0.036874789,34,split_295.0_335.0/16_3.csv,0.6-4.0,178,159026,1.304488837,2.3
0.4946,-0.2074,,12.80928947,0.107236842,12.00386842,0.119394737,0.020026812,38,split_0.0_15.0/0_4.csv,0.6-4.0,2708,487724,1.532885699,6.28
357.3441,0.2971,,13.55122581,0.12016129,12.74609677,0.13516129,0.043690991,31,split_350.0_360.0/7_4.csv,0.6-4.0,387,440333,0.6032596,3.75
2.9459,-2.4261,,12.395,0.121368421,11.59068421,0.132578947,0.068600095,19,split_0.0_15.0/2_2.csv,0.6-4.0,53,449877,0.232973784,3.9
1.4523,0.2017,,12.93284615,0.095538462,12.12876923,0.100923077,0.014459,13,split_0.0_15.0/1_4.csv,0.6-4.0,1907,451607,0.75483117,3.75
3.8767,-1.0356,'[DB2000]_49',13.66748387,0.100387097,12.86348387,0.122129032,0.02271907,31,split_0.0_15.0/3_3.csv,0.6-4.0,237,419012,1.189276869,9.22
33.6432,0.5267,,13.52233962,0.115528302,12.71841509,0.157490566,0.115561907,53,split_15.0_35.0/18_3.csv,0.6-4.0,149,232673,0.536430225,0.51
1.1116,0.0507,,13.25613043,0.068347826,12.45226087,0.084217391,0.010608567,23,split_0.0_15.0/1_4.csv,0.6-4.0,4465,451607,1.820186389,5.94
310.3963,0.1126,,13.73453846,0.121807692,12.93096154,0.135884615,0.077919785,26,split_295.0_335.0/15_3.csv,0.6-4.0,146,166917,0.460787171,0.71
350.1818,-1.2593,,13.57407143,0.094642857,12.7705,0.110357143,0.032557718,14,split_350.0_360.0/0_3.csv,0.6-4.0,237,341627,0.415071629,3.36
350.9437,-0.2919,,13.97935714,0.142142857,13.17607143,0.143357143,0.034530858,14,split_350.0_360.0/0_4.csv,0.6-4.0,283,373558,0.374254225,0.8
34.7006,-0.7286,,13.772,0.115583333,12.96908333,0.14475,0.019953226,12,split_15.0_35.0/19_2.csv,0.6-4.0,449,185109,0.788641122,6.8
7.3526,-1.6286,,13.55527273,0.118863636,12.7525,0.115,0.063474006,22,split_0.0_15.0/7_2.csv,0.6-4.0,91,227141,0.410302414,3.33
353.351,0.0321,,12.8994,0.123333333,12.09673333,0.134933333,0.029007189,15,split_350.0_360.0/3_4.csv,0.6-4.0,793,389718,0.467342689,1.24
359.2981,-0.031,,12.4657971,0.084376812,11.66410145,0.088797101,0.017497527,69,split_350.0_360.0/9_4.csv,0.6-4.0,2539,484882,3.195063173,7.17
317.2925,-0.4831,off,13.268,0.112785714,12.46664286,0.1315,0.044983564,14,split_295.0_335.0/22_2.csv,0.6-4.0,115,178466,0.415643979,6.1
353.8374,-0.6883,,13.2168125,0.1285,12.4164375,0.143375,0.054513905,16,split_350.0_360.0/3_3.csv,0.6-4.0,128,215381,0.356807568,2.77
352.0498,0.6042,,13.88022727,0.114318182,13.07986364,0.129954545,0.021092588,22,split_350.0_360.0/2_5.csv,0.6-4.0,446,189952,1.35019326,6.01
352.9576,0.3756,,13.8758,0.103866667,13.07546667,0.1226,0.011299603,15,split_350.0_360.0/2_4.csv,0.6-4.0,364,363712,1.241864829,5.66
350.7586,0.8844,,13.9167037,0.097259259,13.11807407,0.12337037,0.016124683,27,split_350.0_360.0/0_5.csv,0.6-4.0,645,319385,1.671630829,0.67
350.0573,-0.0228,,13.22866667,0.128933333,12.43006667,0.141333333,0.03732,15,split_350.0_360.0/0_4.csv,0.6-4.0,317,373558,0.371018587,2.65
353.636,0.1356,,13.69180952,0.125,12.89342857,0.138761905,0.038552087,21,split_350.0_360.0/3_4.csv,0.6-4.0,326,389718,0.492290243,3.05
353.0513,0.6891,,12.768875,0.12359375,11.970625,0.1188125,0.041390244,32,split_350.0_360.0/3_5.csv,0.6-4.0,225,195539,0.986416581,5.3
359.6279,-1.2906,,13.37266667,0.148722222,12.57644444,0.153444444,0.063919717,18,split_350.0_360.0/9_3.csv,0.6-4.0,140,462127,0.233712562,-0.29
9.8936,-1.02,,13.89125,0.125916667,13.09508333,0.142333333,0.024356127,12,split_0.0_15.0/9_3.csv,0.6-4.0,185,340234,0.476550829,13.44
356.4022,1.2116,,13.77475,0.136333333,12.97908333,0.139833333,0.051646132,12,split_350.0_360.0/6_5.csv,0.6-4.0,99,420949,0.202047632,2.01
351.6029,-0.3383,,13.48186957,0.094478261,12.68634783,0.112681159,0.040502256,69,split_350.0_360.0/1_4.csv,0.6-4.0,636,361176,1.599320479,14.7
326.4809,0.8542,,13.63796154,0.126153846,12.84276923,0.143038462,0.037457352,26,split_295.0_335.0/31_3.csv,0.6-4.0,225,199300,0.877218309,6.71
2.1773,0.0614,,13.67535294,0.069411765,12.88029412,0.074,0.006536306,17,split_0.0_15.0/2_4.csv,0.6-4.0,1005,418617,2.267948533,4.91
358.7438,-0.3293,,12.93569565,0.109086957,12.14121739,0.113869565,0.023762899,23,split_350.0_360.0/8_4.csv,0.6-4.0,741,468454,0.797847694,4.05
327.2337,-0.5156,,12.97033333,0.102583333,12.176,0.110333333,0.013322398,12,split_295.0_335.0/32_2.csv,0.6-4.0,310,193455,1.155404195,6
354.0156,0.4455,,13.27095455,0.104681818,12.47672727,0.128,0.040389241,22,split_350.0_360.0/4_4.csv,0.6-4.0,113,421934,0.473107455,5.1
0.7874,0.0598,,12.3405,0.109384615,11.54784615,0.114538462,0.016064166,26,split_0.0_15.0/0_4.csv,0.6-4.0,4861,487724,1.307534545,3.13
355.2218,0.2663,,13.34616667,0.102222222,12.555,0.131833333,0.023696077,18,split_350.0_360.0/5_4.csv,0.6-4.0,404,412872,0.666980907,6.64
355.9375,0.8494,,13.54584848,0.133030303,12.75484848,0.134636364,0.073905199,33,split_350.0_360.0/5_5.csv,0.6-4.0,100,402308,0.397177535,1.39
350.0907,-0.9598,,13.36277778,0.107444444,12.57261111,0.115444444,0.022025041,18,split_350.0_360.0/0_3.csv,0.6-4.0,385,341627,0.788868755,3.46
350.7175,0.0286,,13.76270833,0.112041667,12.97272917,0.130895833,0.033600428,48,split_350.0_360.0/0_4.csv,0.6-4.0,354,373558,1.318689256,6.64
4.3126,0.8113,,13.73334783,0.128565217,12.94430435,0.150347826,0.067539614,23,split_0.0_15.0/4_5.csv,0.6-4.0,97,375485,0.313543662,2.69
7.3259,0.0185,,13.27353846,0.086307692,12.48546154,0.100153846,0.011122547,13,split_0.0_15.0/7_4.csv,0.6-4.0,529,356435,1.104521061,6
350.484,0.0059,,14.17611765,0.146882353,13.38941176,0.156705882,0.028885757,17,split_350.0_360.0/0_4.csv,0.6-4.0,283,373558,0.543264346,1.89
4.8289,-0.7916,,13.70060976,0.112317073,12.91409756,0.124121951,0.043810847,41,split_0.0_15.0/4_3.csv,0.6-4.0,317,399043,0.83582898,6.09
43.8154,0.3944,,13.73252941,0.125117647,12.94647059,0.147294118,0.075534827,17,split_35.0_66.0/8_1.csv,0.6-4.0,86,179873,0.29939446,4.22
2.238,0.0463,,13.30463158,0.085842105,12.51868421,0.086052632,0.013418664,19,split_0.0_15.0/2_4.csv,0.6-4.0,1039,418617,1.234698568,6.53
352.5592,-0.9039,,14.03991667,0.11925,13.25408333,0.139583333,0.022921959,12,split_350.0_360.0/2_3.csv,0.6-4.0,311,189559,0.678394574,2.22
358.5807,-0.3051,,13.28692857,0.102071429,12.50128571,0.118928571,0.008196689,14,split_350.0_360.0/8_4.csv,0.6-4.0,811,468454,1.407930309,4.49
354.7599,0.6105,,13.376,0.097,12.5904,0.124533333,0.015323,15,split_350.0_360.0/4_5.csv,0.6-4.0,511,271942,1.059093683,4.39
352.3295,-0.454,,13.67132,0.11028,12.88668,0.13772,0.026850685,25,split_350.0_360.0/2_4.csv,0.6-4.0,339,363712,0.871025533,4.29
8.0764,-0.4401,,13.93131707,0.125073171,13.14692683,0.140829268,0.037824199,41,split_0.0_15.0/8_4.csv,0.6-4.0,299,342338,1.04522942,8.62
0.7439,0.0207,,12.42104545,0.072954545,11.63759091,0.094636364,0.006580045,22,split_0.0_15.0/0_4.csv,0.6-4.0,6014,487724,2.701045163,5.69
323.7054,0.6239,VVV_CL053,13.129,0.11795,12.3457,0.12605,0.056737277,20,split_295.0_335.0/28_3.csv,0.6-4.0,122,207853,0.436222864,0.62
351.8751,0.6828,,14.2126,0.10348,13.42992,0.12688,0.022875444,25,split_350.0_360.0/1_5.csv,0.6-4.0,623,205041,1.361680411,2.37
32.9453,-0.7255,,13.5396875,0.126625,12.7570625,0.1506875,0.058526391,16,split_15.0_35.0/17_2.csv,0.6-4.0,71,242760,0.313043532,3.66
39.3907,-0.1379,,14.29213889,0.107722222,13.50969444,0.138083333,0.048252719,36,split_35.0_66.0/4_1.csv,0.6-4.0,189,204161,0.93157833,1.17
308.1937,-0.2828,[BRN2015]_La_Serena_94_OpC,13.67911111,0.124333333,12.89688889,0.151888889,0.036265201,18,split_295.0_335.0/13_2.csv,0.6-4.0,163,183564,0.653602524,3.1
359.6431,0.0172,,11.56133333,0.069666667,10.77933333,0.069333333,0.003424315,12,split_350.0_360.0/9_4.csv,0.6-4.0,2676,484882,2.839321612,10
25.0309,-0.4644,,13.57948649,0.102189189,12.79937838,0.125162162,0.047300799,37,split_15.0_35.0/10_2.csv,0.6-4.0,275,314949,0.786390392,8.57
17.609,-0.7232,,13.40130233,0.109674419,12.62169767,0.139697674,0.060625651,43,split_15.0_35.0/2_2.csv,0.6-4.0,246,294507,0.737376501,3.6
0.9315,-0.3544,,12.88546154,0.07,12.10611538,0.096192308,0.010225693,26,split_0.0_15.0/0_4.csv,0.6-4.0,2099,487724,2.054085888,5.69
359.4614,-0.8693,,13.35333333,0.138466667,12.574,0.147,0.039977494,15,split_350.0_360.0/9_3.csv,0.6-4.0,211,462127,0.311401058,3.61
355.8851,-0.6934,,13.78066667,0.143555556,13.00155556,0.1555,0.038912744,18,split_350.0_360.0/5_3.csv,0.6-4.0,178,437859,0.394401512,2.5
334.9409,0.7911,,13.61995122,0.132341463,12.84090244,0.161439024,0.108580424,41,split_295.0_335.0/40_3.csv,0.6-4.0,59,38163,1.090526272,1.05
30.7916,-1.1171,,13.6635,0.1065625,12.884625,0.167125,0.090920978,16,split_15.0_35.0/15_2.csv,0.6-4.0,91,240786,0.202332353,3.6
358.068,2.1581,,13.67395,0.11865,12.8953,0.15815,0.070678672,20,split_350.0_360.0/8_6.csv,0.6-4.0,111,519810,0.221434028,3.7
2.1112,0.3018,,13.44444444,0.081111111,12.66618519,0.093481481,0.017748997,27,split_0.0_15.0/2_4.csv,0.6-4.0,341,418617,1.326497966,9.45
358.4761,0.2791,,12.74193333,0.146733333,11.96373333,0.147533333,0.036941656,15,split_350.0_360.0/8_4.csv,0.6-4.0,270,468454,0.334708306,1.18
352.1271,-0.1245,,13.37946154,0.092461538,12.60153846,0.109076923,0.010280452,13,split_350.0_360.0/2_4.csv,0.6-4.0,1187,363712,1.182980017,4.91
353.6452,0.6109,,13.70409091,0.136136364,12.92618182,0.148545455,0.043902717,22,split_350.0_360.0/3_5.csv,0.6-4.0,307,195539,0.639351439,2.27
359.0407,-0.4992,,13.34513043,0.112217391,12.56830435,0.102652174,0.037157591,23,split_350.0_360.0/9_4.csv,0.6-4.0,130,484882,0.501518911,2.5
355.3218,-0.6204,,13.64652,0.13644,12.87004,0.14404,0.04862076,25,split_350.0_360.0/5_3.csv,0.6-4.0,145,437859,0.438405693,0.15
24.5332,-0.1811,,13.44947368,0.099526316,12.67315789,0.114473684,0.029524984,19,split_15.0_35.0/9_2.csv,0.6-4.0,501,305473,0.656905006,-2.52
355.4778,0.0636,faint,13.33367647,0.095882353,12.55755882,0.122911765,0.028620084,34,split_350.0_360.0/5_4.csv,0.6-4.0,693,412872,1.043098588,5.3
321.6299,-0.352,,13.62566667,0.106166667,12.85,0.161166667,0.039352288,12,split_295.0_335.0/26_2.csv,0.6-4.0,142,198992,0.385672362,2.18
6.9709,1.3647,,13.4166875,0.118375,12.6415625,0.145375,0.072545123,16,split_0.0_15.0/6_5.csv,0.6-4.0,50,365565,0.205804336,3.24
355.3786,-0.5707,,13.60691667,0.13725,12.83191667,0.143583333,0.033899527,12,split_350.0_360.0/5_3.csv,0.6-4.0,118,437859,0.301818274,3.3
359.8738,0.2421,,13.21195,0.11005,12.43725,0.1021,0.0155195,20,split_350.0_360.0/9_4.csv,0.6-4.0,1460,484882,1.044141342,6.94
356.9676,0.8067,,13.60946154,0.119230769,12.83523077,0.140615385,0.046931685,26,split_350.0_360.0/6_5.csv,0.6-4.0,143,420949,0.481745345,1.71
355.6812,-1.4655,,13.5395,0.13575,12.76575,0.144964286,0.058216319,28,split_350.0_360.0/5_3.csv,0.6-4.0,124,437859,0.410082481,3.95
8.574,-0.4887,,13.90777778,0.120962963,13.13440741,0.136333333,0.033089062,27,split_0.0_15.0/8_4.csv,0.6-4.0,430,342338,0.786822589,2.83
354.0294,0.4728,,13.88711111,0.132583333,13.11463889,0.136444444,0.040326044,36,split_350.0_360.0/4_5.csv,0.6-4.0,140,271942,0.965836928,7.73
356.2548,0.9273,,13.555125,0.12415625,12.78290625,0.13709375,0.046821084,32,split_350.0_360.0/6_5.csv,0.6-4.0,199,420949,0.594317933,3.13
325.2936,0.3492,,13.6217561,0.120317073,12.84958537,0.145658537,0.069834924,41,split_295.0_335.0/30_3.csv,0.6-4.0,204,215392,0.713709491,1.23
358.2972,0.1376,,12.97931818,0.133681818,12.20727273,0.139,0.034242529,22,split_350.0_360.0/8_4.csv,0.6-4.0,402,468454,0.529600564,5.02
358.6668,-1.686,,13.02957143,0.149,12.25764286,0.162285714,0.071724782,14,split_350.0_360.0/8_2.csv,0.6-4.0,94,483879,0.158312598,0.83
353.0823,0.1374,,13.85133333,0.119185185,13.07951852,0.144925926,0.039859549,27,split_350.0_360.0/3_4.csv,0.6-4.0,352,389718,0.612182934,1.66
12.4222,0.4992,'Ryu_687',12.73513043,0.104782609,11.96386957,0.127956522,0.023514267,23,split_0.0_15.0/12_5.csv,0.6-4.0,196,157738,1.389483161,6.93
352.4198,-0.6041,,13.97892308,0.121923077,13.20792308,0.147153846,0.031117597,13,split_350.0_360.0/2_3.csv,0.6-4.0,170,189559,0.541364979,3.4
306.5041,0.0713,,13.81766667,0.089583333,13.046875,0.128166667,0.056544581,24,split_295.0_335.0/11_3.csv,0.6-4.0,163,159526,0.59955576,3.2
353.9366,-1.0558,,13.2375,0.129625,12.4675,0.142125,0.063477276,16,split_350.0_360.0/3_3.csv,0.6-4.0,67,215381,0.306424209,2.06
357.2034,0.5155,,13.25623077,0.130538462,12.48684615,0.154615385,0.028622863,13,split_350.0_360.0/7_5.csv,0.6-4.0,183,452889,0.380767131,6.05
327.9323,0.3022,,13.708625,0.13375,12.9395,0.1465,0.034248166,16,split_295.0_335.0/33_3.csv,0.6-4.0,357,202610,0.585567936,5.82
350.5263,-0.2568,,13.7070411,0.108506849,12.93889041,0.132164384,0.058482633,73,split_350.0_360.0/0_4.csv,0.6-4.0,446,373558,1.15223745,3.25
307.0641,-0.2436,,14.19454167,0.103875,13.42675,0.157791667,0.068579162,24,split_295.0_335.0/12_2.csv,0.6-4.0,114,197451,0.44433903,0.12
355.215,0.1718,,13.126725,0.12345,12.35935,0.1243,0.057574113,40,split_350.0_360.0/5_4.csv,0.6-4.0,402,412872,0.610028444,-3.11
48.9589,-0.3978,,13.24846154,0.095615385,12.48146154,0.131461538,0.033607339,13,split_35.0_66.0/13_0.csv,0.6-4.0,201,135432,0.593025883,-0.38
352.9399,-0.04,,13.92406897,0.117275862,13.15793103,0.134137931,0.021856053,29,split_350.0_360.0/2_4.csv,0.6-4.0,578,363712,1.241287863,8.03
25.2305,0.2961,,13.57028571,0.125816327,12.80422449,0.139877551,0.041622678,49,split_15.0_35.0/10_3.csv,0.6-4.0,345,261396,1.299097218,6.33
350.5911,-0.2443,,13.43414286,0.114,12.6685,0.123571429,0.026856157,14,split_350.0_360.0/0_4.csv,0.6-4.0,507,373558,0.481205094,5.27
351.4984,0.2522,,13.87572222,0.121555556,13.11077778,0.143833333,0.03529217,18,split_350.0_360.0/1_4.csv,0.6-4.0,254,361176,0.478806201,2.5
322.6506,0.6545,,13.91223077,0.111,13.14730769,0.155769231,0.055878084,13,split_295.0_335.0/27_3.csv,0.6-4.0,123,215982,0.282434752,2.79
358.8771,0.1395,,13.21855,0.14975,12.45435,0.1397,0.029563248,20,split_350.0_360.0/8_4.csv,0.6-4.0,591,468454,0.557659932,2.55
355.8959,-0.1436,,13.44570588,0.128529412,12.68205882,0.134764706,0.041590926,17,split_350.0_360.0/5_4.csv,0.6-4.0,224,412872,0.358895223,4.6
359.8198,-0.4394,,13.15005263,0.101210526,12.38710526,0.107842105,0.015630599,19,split_350.0_360.0/9_4.csv,0.6-4.0,682,484882,0.984883855,5
358.9766,-0.1816,,13.29573077,0.100615385,12.53326923,0.110769231,0.02110437,26,split_350.0_360.0/8_4.csv,0.6-4.0,563,468454,1.015529502,3.3
11.0904,-0.5536,,13.48196552,0.111862069,12.71951724,0.127448276,0.013837999,29,split_0.0_15.0/11_3.csv,0.6-4.0,143,208329,2.590448215,3.27
352.6007,-0.1118,,13.6869,0.1351,12.9255,0.13695,0.028597134,20,split_350.0_360.0/2_4.csv,0.6-4.0,489,363712,0.654265067,3.46
350.7204,0.8803,,12.51859091,0.083909091,11.75736364,0.098727273,0.015483461,22,split_350.0_360.0/0_5.csv,0.6-4.0,667,319385,1.418477456,5.38
331.7429,-0.4661,,13.81116667,0.138333333,13.05,0.158166667,0.033203695,12,split_295.0_335.0/36_2.csv,0.6-4.0,182,234565,0.421006005,3.46
354.0697,-0.1419,,13.47038462,0.126846154,12.70961538,0.168846154,0.028897417,13,split_350.0_360.0/4_4.csv,0.6-4.0,174,421934,0.390739327,3.62
353.2895,-0.0809,,13.36122222,0.102777778,12.6005,0.125944444,0.010106884,18,split_350.0_360.0/3_4.csv,0.6-4.0,1052,389718,1.609552153,5.67
61.4855,0.094,"'BDB2003,NAME_SH_2-88B_IR_Cluster'",13.22418367,0.105428571,12.46367347,0.123653061,0.083151802,49,split_35.0_66.0/26_1.csv,0.6-4.0,91,111674,0.994886276,4.78
17.7427,-1.1,,13.23526316,0.125,12.47557895,0.158684211,0.064924934,19,split_15.0_35.0/2_2.csv,0.6-4.0,119,294507,0.304242119,2.63
23.5543,-0.0084,'[BDS2003]_118',13.58383333,0.118388889,12.82433333,0.135777778,0.014905935,18,split_15.0_35.0/8_3.csv,0.6-4.0,1107,255814,1.347026636,3.74
352.9201,-0.1055,,13.56752632,0.095,12.80810526,0.113631579,0.008343787,19,split_350.0_360.0/2_4.csv,0.6-4.0,584,363712,2.130279811,3.79
327.6284,-0.913,,14.0474,0.1304,13.28805,0.1503,0.038504537,20,split_295.0_335.0/32_2.csv,0.6-4.0,105,193455,0.666274481,7.51
355.9443,1.4167,,13.59491667,0.129416667,12.83583333,0.1545,0.046438025,12,split_350.0_360.0/5_5.csv,0.6-4.0,70,402308,0.229854618,2.4
16.8195,-0.3427,,13.19876471,0.103117647,12.43991176,0.125176471,0.025430081,34,split_15.0_35.0/1_2.csv,0.6-4.0,497,255411,1.492575931,9.19
353.261,-0.3124,,13.49466667,0.101761905,12.73609524,0.127714286,0.017840362,21,split_350.0_360.0/3_4.csv,0.6-4.0,1166,389718,1.063813402,3.36
357.9436,-0.4854,,13.35047619,0.110952381,12.59214286,0.147285714,0.047746586,21,split_350.0_360.0/7_4.csv,0.6-4.0,203,440333,0.373948172,0
8.8298,-1.1504,,13.70666667,0.116666667,12.94883333,0.16975,0.046963387,12,split_0.0_15.0/8_3.csv,0.6-4.0,89,240064,0.294227577,4.91
15.06,-0.6871,,10.6576,0.10575,9.90025,0.1311,0.032905417,20,split_15.0_35.0/0_2.csv,0.6-4.0,182,245820,0.69163833,5.35
24.7818,0.568,,13.583375,0.1295,12.8260625,0.162875,0.035565924,16,split_15.0_35.0/9_3.csv,0.6-4.0,175,257243,0.500425197,4.04
358.9147,-0.0362,,12.57955882,0.065176471,11.82270588,0.076176471,0.017382644,34,split_350.0_360.0/8_4.csv,0.6-4.0,1066,468454,1.612332706,5.05
356.8842,0.1537,,13.85232,0.12532,13.09568,0.142,0.022663897,25,split_350.0_360.0/6_4.csv,0.6-4.0,635,420631,0.959577042,2.44
358.426,1.1433,,12.77830769,0.122923077,12.02169231,0.139153846,0.053015016,13,split_350.0_360.0/8_5.csv,0.6-4.0,90,450560,0.206107219,3.3
355.2935,0.4778,,13.04603571,0.135392857,12.28989286,0.116607143,0.06455958,28,split_350.0_360.0/5_5.csv,0.6-4.0,123,402308,0.385782979,2.05
356.1568,-0.2072,,13.6335,0.128,12.87738889,0.144722222,0.039240736,18,split_350.0_360.0/6_4.csv,0.6-4.0,237,420631,0.39903389,2.8
331.7806,0.655,,13.70290909,0.106909091,12.94681818,0.143863636,0.044262595,22,split_295.0_335.0/36_3.csv,0.6-4.0,236,224040,0.592445067,5.2
353.6425,0.8681,faint,13.02508333,0.100208333,12.27020833,0.109416667,0.052371502,24,split_350.0_360.0/3_5.csv,0.6-4.0,135,195539,0.584688536,5.67
3.638,-1.6421,,13.30070833,0.128208333,12.546375,0.144833333,0.057071907,24,split_0.0_15.0/3_2.csv,0.6-4.0,135,360185,0.395322111,4.43
2.22,1.869,,12.92323913,0.138826087,12.1693913,0.145847826,0.088644931,46,split_0.0_15.0/2_6.csv,0.6-4.0,130,426946,0.448066543,7.76
4.7387,1.5386,,13.14683333,0.125111111,12.39311111,0.152611111,0.041146911,18,split_0.0_15.0/4_6.csv,0.6-4.0,125,341047,0.42262308,5.82
359.5629,0.113,,12.52760714,0.119821429,11.77410714,0.11125,0.02621662,28,split_350.0_360.0/9_4.csv,0.6-4.0,1906,484882,0.865343158,1.8
