,Glon,Glat,GLIMPSE,S,C,Jmag,e_Jmag,Kmag,e_Kmag,3_6mag,e_3_6mag,4_5mag,e_4_5mag,5_8mag,e_5_8mag,8_0mag,e_8_0mag
2962,283.991526,0.755194,G283.9915+00.7551,1,A,16.149,0.107,15.341,0.193,15.236,0.162,,,,,,
2963,283.99791,0.759661,G283.9979+00.7596,1,A,15.885,0.093,15.078,0.177,14.711,0.131,,,,,,
2964,283.996623,0.756083,G283.9966+00.7560,1,A,,,,,15.093,0.16,,,,,,
2965,283.99562,0.756472,G283.9956+00.7564,1,A,,,,,14.516,0.122,,,,,,
2966,283.994659,0.758603,G283.9946+00.7586,1,C,16.174,0.103,14.403,0.076,13.995,0.102,,,,,,
2967,283.994109,0.759481,G283.9941+00.7594,1,A,15.67,0.083,14.979,0.128,14.893,0.169,,,,,,
2968,284.000157,0.762211,G284.0001+00.7622,1,A,15.965,0.102,15.181,0.172,15.337,0.196,,,,,,
2969,283.996921,0.765778,G283.9969+00.7657,1,C,13.348,0.023,11.929,0.021,11.713,0.041,,,11.623,0.099,,
2970,283.992567,0.765522,G283.9925+00.7655,1,A,,,,,15.045,0.13,,,,,,
2971,283.992098,0.767239,G283.9921+00.7672,1,A,,,15.141,0.142,14.933,0.146,,,,,,
2972,283.993229,0.757139,G283.9932+00.7571,1,C,15.632,0.102,14.002,0.072,13.629,0.069,,,,,,
2973,283.98725,0.767194,G283.9872+00.7671,1,C,15.998,0.095,14.619,0.107,14.144,0.093,,,,,,
2974,283.986245,0.746983,G283.9862+00.7469,1,A,,,,,15.752,0.21,,,,,,
2975,283.986011,0.750772,G283.9860+00.7507,1,A,,,,,15.317,0.142,,,,,,
2976,283.984653,0.749136,G283.9846+00.7491,1,C,15.412,0.051,13.741,0.044,13.526,0.093,,,,,,
2977,283.978055,0.752625,G283.9780+00.7526,1,C,14.045,0.029,13.559,0.043,13.462,0.072,,,13.294,0.34,,
2978,283.981575,0.755442,G283.9815+00.7554,1,C,14.566,0.036,12.893,0.033,12.539,0.049,,,12.369,0.125,,
2979,283.97728,0.758756,G283.9772+00.7587,1,A,16.305,0.125,15.438,0.216,15.204,0.165,,,12.691,0.206,,
2980,283.977877,0.749453,G283.9778+00.7494,1,A,15.27,0.051,14.769,0.119,14.63,0.15,,,,,,
2981,283.975907,0.754894,G283.9759+00.7548,1,A,,,14.98,0.15,14.603,0.105,,,,,,
2982,283.976363,0.755903,G283.9763+00.7559,1,A,,,,,14.888,0.119,,,,,,
2983,283.974966,0.75625,G283.9749+00.7562,1,C,14.8,0.062,13.038,0.039,12.79,0.06,,,12.621,0.2,,
2984,283.972565,0.755028,G283.9725+00.7550,1,C,13.215,0.026,12.926,0.039,12.99,0.073,,,,,,
2985,283.97124,0.760806,G283.9712+00.7608,1,A,,,,,15.749,0.187,,,,,,
2986,283.969157,0.759947,G283.9691+00.7599,1,A,16.546,0.136,15.175,0.158,15.154,0.15,,,,,,
2987,283.981669,0.764939,G283.9816+00.7649,1,A,15.668,0.067,14.645,0.093,14.368,0.115,,,,,,
2988,283.98218,0.767869,G283.9821+00.7678,1,A,,,,,15.23,0.192,,,,,,
2989,283.980452,0.769025,G283.9804+00.7690,1,A,15.308,0.056,14.324,0.075,14.272,0.106,,,,,,
2990,283.978408,0.771072,G283.9784+00.7710,1,A,14.985,0.059,14.261,0.079,14.292,0.125,,,,,,
2991,283.976916,0.770906,G283.9769+00.7709,1,C,15.091,0.062,13.335,0.057,13.039,0.063,,,,,,
2992,283.976291,0.770606,G283.9762+00.7706,1,A,,,,,14.516,0.126,,,,,,
2993,283.975491,0.760294,G283.9754+00.7602,1,A,,,,,15.163,0.187,,,,,,
2994,283.969857,0.764064,G283.9698+00.7640,1,A,15.61,0.082,14.41,0.098,14.396,0.115,,,,,,
2995,283.970704,0.762572,G283.9707+00.7625,1,A,15.966,0.095,14.545,0.092,14.282,0.087,,,,,,
2996,283.966984,0.767211,G283.9669+00.7672,1,A,16.015,0.103,14.566,0.109,14.94,0.178,,,,,,
2997,283.972596,0.769328,G283.9726+00.7693,1,A,,,,,14.613,0.134,,,,,,
2998,283.973424,0.770747,G283.9734+00.7707,1,C,14.947,0.054,13.932,0.086,13.941,0.115,,,,,,
2999,283.968973,0.767356,G283.9689+00.7673,1,A,16.004,0.097,14.987,0.148,14.917,0.136,,,,,,
3000,283.991234,0.772858,G283.9912+00.7728,1,A,16.418,0.126,14.828,0.127,14.575,0.184,,,,,,
3001,283.993662,0.775239,G283.9936+00.7752,1,A,,,,,11.47,0.055,,,11.199,0.212,,
3002,283.990334,0.777467,G283.9903+00.7774,1,A,,,15.321,0.22,14.981,0.212,,,,,,
3003,283.991342,0.776469,G283.9913+00.7764,1,A,,,15.072,0.146,14.39,0.143,,,,,,
3004,283.992776,0.779986,G283.9927+00.7799,1,A,16.474,0.137,15.542,0.22,15.099,0.195,,,,,,
3005,283.986658,0.771806,G283.9866+00.7718,1,A,13.933,0.032,13.54,0.065,13.454,0.1,,,,,,
3006,283.988523,0.771706,G283.9885+00.7717,1,A,15.671,0.103,13.698,0.071,13.265,0.126,,,,,,
3007,283.985389,0.773383,G283.9853+00.7733,1,A,15.606,0.07,14.901,0.127,14.538,0.178,,,,,,
3008,283.982486,0.775128,G283.9824+00.7751,1,A,14.636,0.032,12.799,0.027,12.427,0.076,,,12.123,0.132,,
3009,283.989806,0.775153,G283.9898+00.7751,1,A,13.227,0.028,12.812,0.031,12.845,0.095,,,12.598,0.197,,
3010,283.987128,0.776472,G283.9871+00.7764,1,A,16.082,0.11,15.059,0.14,14.402,0.167,,,,,,
3011,283.984108,0.782189,G283.9841+00.7821,1,A,14.817,0.036,14.056,0.072,14.0,0.13,,,,,,
3012,283.992881,0.782111,G283.9928+00.7821,1,A,15.052,0.047,14.069,0.068,13.767,0.125,,,,,,
3013,283.991978,0.788408,G283.9919+00.7884,1,A,15.809,0.079,14.586,0.101,14.263,0.15,,,,,,
3014,283.980002,0.786819,G283.9800+00.7868,1,A,11.577,0.037,11.21,0.036,11.23,0.069,,,11.175,0.109,,
3015,283.979424,0.787719,G283.9794+00.7877,1,A,13.254,0.061,12.507,0.039,12.607,0.084,,,11.936,0.147,,
3016,283.984397,0.790183,G283.9844+00.7901,1,A,,,14.423,0.088,14.073,0.139,,,,,,
3017,283.976224,0.775433,G283.9762+00.7754,1,A,13.449,0.024,12.097,0.024,11.894,0.079,,,11.748,0.162,,
3018,283.976966,0.780597,G283.9769+00.7806,1,A,13.456,0.048,11.423,0.027,11.086,0.06,,,10.931,0.112,,
3019,283.980222,0.781381,G283.9802+00.7813,1,A,,,14.401,0.113,14.161,0.167,,,,,,
3020,283.978888,0.781906,G283.9788+00.7819,1,A,10.71,0.026,10.407,0.019,10.524,0.066,,,10.354,0.079,,
3021,283.972846,0.778519,G283.9728+00.7785,1,A,14.813,0.045,14.254,0.082,14.19,0.156,,,,,,
3022,283.975655,0.785475,G283.9756+00.7854,1,A,16.786,0.176,15.514,0.226,15.055,0.204,,,,,,
3023,283.973588,0.788119,G283.9735+00.7881,1,A,16.286,0.121,15.2,0.16,14.895,0.197,,,,,,
3024,283.968037,0.790808,G283.9680+00.7908,1,A,16.257,0.12,15.02,0.155,14.75,0.143,,,,,,
3025,283.965773,0.790214,G283.9657+00.7902,1,A,12.594,0.022,12.241,0.027,12.257,0.083,,,12.117,0.166,,
3026,283.963234,0.794253,G283.9632+00.7942,1,A,15.7,0.063,15.129,0.164,14.752,0.129,,,,,,
3027,284.027888,0.786522,G284.0278+00.7865,1,C,15.125,0.059,14.324,0.09,14.085,0.119,,,,,,
3028,284.024721,0.786439,G284.0247+00.7864,1,A,16.018,0.092,14.674,0.133,14.581,0.134,,,,,,
3029,284.024748,0.788333,G284.0247+00.7883,1,A,16.216,0.108,15.147,0.188,14.729,0.145,,,,,,
3030,284.027524,0.788428,G284.0275+00.7884,1,A,16.186,0.129,14.327,0.077,13.74,0.155,,,12.601,0.233,,
3031,284.022865,0.788947,G284.0228+00.7889,1,A,15.388,0.054,14.067,0.062,13.896,0.135,,,,,,
3032,284.02549,0.794589,G284.0254+00.7945,1,A,15.58,0.058,15.009,0.153,14.853,0.192,,,,,,
3033,284.024507,0.793175,G284.0245+00.7931,1,A,15.148,0.065,14.362,0.077,14.17,0.14,,,,,,
3034,284.018876,0.795164,G284.0188+00.7951,1,A,15.006,0.052,14.41,0.083,14.208,0.117,,,,,,
3035,284.02052,0.796183,G284.0205+00.7961,1,A,15.871,0.112,15.058,0.171,15.099,0.205,,,,,,
3036,284.018684,0.788633,G284.0186+00.7886,1,A,,,14.678,0.162,14.601,0.171,,,,,,
3037,284.017906,0.790367,G284.0179+00.7903,1,A,14.337,0.044,13.82,0.063,13.855,0.117,,,,,,
3038,284.01622,0.792611,G284.0162+00.7926,1,A,14.727,0.039,13.953,0.059,13.891,0.107,,,,,,
3039,284.011558,0.790481,G284.0115+00.7904,1,C,14.697,0.033,12.815,0.029,12.622,0.056,,,12.557,0.19,,
3040,284.014403,0.79525,G284.0144+00.7952,1,A,14.819,0.051,13.324,0.038,13.017,0.134,,,,,,
3041,284.012492,0.7978,G284.0124+00.7978,1,A,,,14.625,0.122,14.319,0.142,,,,,,
3042,284.024251,0.8007,G284.0242+00.8007,1,A,16.605,0.158,15.44,0.222,15.038,0.183,,,,,,
3043,284.022501,0.802686,G284.0225+00.8026,1,A,14.681,0.045,13.779,0.058,13.681,0.111,,,,,,
3044,284.019992,0.803656,G284.0199+00.8036,1,A,13.203,0.029,12.556,0.036,12.362,0.079,,,11.806,0.176,,
3045,284.021201,0.806981,G284.0212+00.8069,1,A,13.814,0.026,12.3,0.024,12.048,0.084,,,11.776,0.1,,
3046,284.024282,0.807433,G284.0242+00.8074,1,A,13.911,0.028,13.503,0.055,13.443,0.098,,,,,,
3047,284.017495,0.805508,G284.0174+00.8055,1,A,12.985,0.024,12.826,0.03,12.782,0.083,,,,,,
3048,284.018823,0.808931,G284.0188+00.8089,1,A,15.707,0.07,15.11,0.15,14.546,0.15,,,,,,
3049,284.008955,0.804394,G284.0089+00.8043,1,A,,,,,15.097,0.18,,,,,,
3050,284.010516,0.808872,G284.0105+00.8088,1,A,16.08,0.097,14.968,0.133,14.727,0.137,,,,,,
3051,284.009469,0.810044,G284.0094+00.8100,1,C,14.935,0.052,13.694,0.058,13.473,0.078,,,,,,
3052,284.005838,0.790317,G284.0058+00.7903,1,A,13.992,0.032,13.123,0.038,13.083,0.086,,,,,,
3053,284.005194,0.794711,G284.0051+00.7947,1,A,16.557,0.143,15.229,0.191,14.887,0.186,,,,,,
3054,284.009636,0.798892,G284.0096+00.7988,1,A,16.144,0.113,14.833,0.126,14.651,0.167,,,,,,
3055,284.007236,0.799278,G284.0072+00.7992,1,A,,,12.196,0.034,11.738,0.091,,,11.828,0.171,,
3056,284.001796,0.798978,G284.0018+00.7989,1,A,15.662,0.064,14.726,0.112,14.546,0.164,,,,,,
3057,284.00049,0.796878,G284.0004+00.7968,1,A,,,13.625,0.059,13.413,0.145,,,,,,
3058,283.993356,0.799822,G283.9933+00.7998,1,A,13.78,0.03,11.75,0.021,11.346,0.059,,,11.266,0.131,,
3059,284.008288,0.801831,G284.0082+00.8018,1,A,14.348,0.03,13.541,0.038,13.436,0.102,,,,,,
3060,284.006513,0.806931,G284.0065+00.8069,1,A,13.112,0.035,11.915,0.024,11.773,0.063,,,11.868,0.139,,
3061,284.005291,0.806542,G284.0052+00.8065,1,A,13.774,0.044,13.479,0.047,13.327,0.135,,,,,,
3062,284.002282,0.803753,G284.0022+00.8037,1,A,9.73,0.023,8.941,0.021,8.86,0.043,,,8.805,0.063,,
3063,283.999424,0.8112,G283.9994+00.8112,1,A,16.048,0.094,15.075,0.145,15.141,0.192,,,,,,
3064,283.991956,0.806364,G283.9919+00.8063,1,A,15.274,0.123,14.553,0.121,14.726,0.168,,,,,,
3065,283.995362,0.808472,G283.9953+00.8084,1,A,,,,,9.889,0.04,,,9.716,0.057,,
3066,283.992253,0.808269,G283.9922+00.8082,1,A,10.256,0.023,9.47,0.023,9.325,0.076,,,9.29,0.07,,
3067,284.021901,0.810703,G284.0219+00.8107,1,A,16.41,0.139,15.16,0.177,14.854,0.178,,,,,,
3068,284.02004,0.8146,G284.0200+00.8146,1,A,12.876,0.024,12.423,0.026,12.503,0.093,,,,,,
3069,284.019148,0.811267,G284.0191+00.8112,1,A,13.196,0.032,12.75,0.038,12.57,0.08,,,12.441,0.173,,
3070,284.018048,0.811644,G284.0180+00.8116,1,A,15.433,0.073,14.777,0.114,14.879,0.187,,,,,,
3071,284.018634,0.81365,G284.0186+00.8136,1,A,15.494,0.066,14.542,0.089,14.248,0.11,,,,,,
3072,284.018398,0.820811,G284.0184+00.8208,1,A,14.543,0.046,13.862,0.065,13.758,0.114,,,,,,
3073,284.016514,0.823003,G284.0165+00.8230,1,A,10.394,0.023,10.173,0.019,10.13,0.079,,,10.116,0.062,,
3074,284.014897,0.821225,G284.0149+00.8212,1,A,16.033,0.238,14.748,0.13,14.745,0.143,,,,,,
3075,284.011661,0.813244,G284.0116+00.8132,1,A,15.124,0.057,14.269,0.09,14.239,0.118,,,,,,
3076,284.011453,0.814503,G284.0114+00.8145,1,A,14.994,0.097,14.239,0.099,14.026,0.149,,,,,,
3077,284.010914,0.815636,G284.0109+00.8156,1,A,15.669,0.081,14.956,0.129,14.815,0.195,,,,,,
3078,284.012053,0.817514,G284.0120+00.8175,1,A,14.554,0.029,12.64,0.023,12.34,0.073,,,12.32,0.183,,
3079,284.009733,0.8164,G284.0097+00.8164,1,A,15.173,0.062,14.159,0.072,14.108,0.155,,,,,,
3080,284.011247,0.824964,G284.0112+00.8249,1,A,14.109,0.026,12.255,0.024,11.892,0.11,,,11.722,0.176,,
3081,283.990445,0.795383,G283.9904+00.7953,1,A,16.544,0.141,14.924,0.132,14.645,0.194,,,,,,
3082,283.991259,0.79755,G283.9912+00.7975,1,A,16.714,0.173,14.698,0.114,14.42,0.136,,,,,,
3083,283.986647,0.799281,G283.9866+00.7992,1,A,13.865,0.026,12.61,0.019,12.456,0.075,,,12.317,0.18,,
3084,283.989062,0.802353,G283.9890+00.8023,1,A,14.67,0.041,13.932,0.064,13.724,0.097,,,,,,
3085,283.986089,0.803928,G283.9860+00.8039,1,A,15.171,0.053,13.546,0.057,12.969,0.088,,,,,,
3086,283.985575,0.794908,G283.9855+00.7949,1,A,10.907,0.024,9.507,0.021,9.388,0.057,,,9.328,0.052,,
3087,283.983222,0.797322,G283.9832+00.7973,1,A,15.083,0.049,14.28,0.071,14.108,0.123,,,,,,
3088,283.979324,0.798519,G283.9793+00.7985,1,A,15.796,0.089,14.872,0.123,14.608,0.162,,,,,,
3089,283.978577,0.800558,G283.9785+00.8005,1,A,13.115,0.028,11.891,0.026,11.663,0.06,,,11.385,0.136,,
3090,283.980475,0.803575,G283.9804+00.8035,1,A,13.705,0.032,13.267,0.054,13.158,0.101,,,,,,
3091,283.977658,0.806683,G283.9776+00.8066,1,A,14.878,0.051,14.202,0.073,14.02,0.101,,,,,,
3092,283.985886,0.809092,G283.9858+00.8090,1,A,12.153,0.023,10.717,0.019,10.398,0.052,,,10.366,0.06,,
3093,283.982575,0.810925,G283.9825+00.8109,1,A,15.723,0.152,14.47,0.134,14.316,0.179,,,,,,
3094,283.981711,0.812336,G283.9817+00.8123,1,A,13.826,0.056,13.12,0.055,13.789,0.14,,,,,,
3095,283.978719,0.809825,G283.9787+00.8098,1,A,15.126,0.049,14.33,0.087,14.087,0.172,,,,,,
3096,283.969812,0.797581,G283.9698+00.7975,1,A,15.837,0.079,15.194,0.153,14.928,0.195,,,,,,
3097,283.973835,0.802411,G283.9738+00.8024,1,A,16.002,0.095,15.036,0.141,14.798,0.213,,,,,,
3098,283.969765,0.805525,G283.9697+00.8055,1,A,14.282,0.03,11.956,0.024,11.547,0.063,,,11.585,0.161,,
3099,283.965145,0.798308,G283.9651+00.7983,1,A,12.518,0.021,12.319,0.021,12.356,0.048,,,12.078,0.141,,
3100,283.959759,0.808206,G283.9597+00.8082,1,A,16.361,0.137,15.428,0.207,14.974,0.203,,,,,,
3101,283.961095,0.811728,G283.9611+00.8117,1,A,15.338,0.072,13.683,0.049,13.252,0.073,,,,,,
3102,283.965026,0.750333,G283.9650+00.7503,1,A,15.273,0.053,14.432,0.089,14.388,0.134,,,,,,
3103,283.964701,0.754142,G283.9647+00.7541,1,A,,,,,14.89,0.133,,,,,,
3104,283.963659,0.757244,G283.9636+00.7572,1,A,16.991,0.198,15.013,0.127,15.021,0.145,,,,,,
3105,283.962781,0.7605,G283.9627+00.7605,1,A,,,,,15.281,0.154,,,,,,
3106,283.959914,0.756325,G283.9599+00.7563,1,A,15.81,0.087,14.865,0.127,14.665,0.085,,,,,,
3107,283.953583,0.755119,G283.9535+00.7551,1,C,14.272,0.032,12.351,0.024,12.044,0.053,,,11.96,0.124,,
3108,283.958478,0.7585,G283.9584+00.7585,1,A,,,,,15.161,0.157,,,,,,
3109,283.953947,0.762592,G283.9539+00.7625,1,A,15.734,0.078,15.275,0.183,14.997,0.144,,,,,,
3110,283.967379,0.762411,G283.9673+00.7624,1,A,,,,,15.164,0.121,,,,,,
3111,283.964342,0.764497,G283.9643+00.7645,1,A,,,,,15.468,0.181,,,,,,
3112,283.966001,0.766831,G283.9660+00.7668,1,C,15.324,0.072,14.141,0.087,13.71,0.074,,,,,,
3113,283.958728,0.768144,G283.9587+00.7681,1,C,15.334,0.059,14.109,0.078,13.816,0.098,,,,,,
3114,283.962865,0.769853,G283.9628+00.7698,1,A,,,,,15.267,0.195,,,,,,
3115,283.955978,0.765208,G283.9559+00.7652,1,A,,,,,15.191,0.178,,,,,,
3116,283.957789,0.766989,G283.9577+00.7669,1,A,15.998,0.086,15.326,0.184,14.533,0.143,,,,,,
3117,283.954541,0.768978,G283.9545+00.7689,1,A,16.587,0.141,15.585,0.233,15.346,0.216,,,,,,
3118,283.954286,0.766728,G283.9542+00.7667,1,A,15.128,0.044,14.53,0.102,14.348,0.106,,,,,,
3119,283.950563,0.76685,G283.9505+00.7668,1,A,16.057,0.099,15.267,0.167,15.168,0.152,,,,,,
3120,283.951688,0.767303,G283.9516+00.7673,1,C,14.879,0.059,13.106,0.043,12.932,0.068,,,12.381,0.222,,
3121,283.952208,0.767781,G283.9522+00.7677,1,A,,,,,13.955,0.107,,,,,,
3122,283.956836,0.773819,G283.9568+00.7738,1,A,15.077,0.047,13.344,0.035,12.961,0.12,,,12.848,0.285,,
3123,283.949316,0.776094,G283.9493+00.7760,1,A,16.125,0.102,15.2,0.163,14.844,0.173,,,,,,
3124,283.946224,0.754069,G283.9462+00.7540,1,C,12.835,0.022,12.446,0.024,12.514,0.057,,,12.328,0.198,,
3125,283.948894,0.760411,G283.9488+00.7604,1,C,13.087,0.047,11.698,0.027,11.509,0.053,,,11.193,0.091,,
3126,283.949005,0.761317,G283.9490+00.7613,1,A,,,,,13.48,0.094,,,,,,
3127,283.945591,0.761014,G283.9455+00.7610,1,C,14.684,0.036,14.25,0.075,14.056,0.086,,,,,,
3128,283.944827,0.763489,G283.9448+00.7634,1,C,13.712,0.029,13.285,0.038,13.237,0.075,,,,,,
3129,283.942749,0.765836,G283.9427+00.7658,1,A,15.878,0.096,15.069,0.145,14.98,0.143,,,,,,
3130,283.943482,0.755781,G283.9434+00.7557,1,C,16.02,0.088,14.374,0.092,13.944,0.093,,,,,,
3131,283.942493,0.759817,G283.9424+00.7598,1,C,15.184,0.051,13.394,0.038,13.085,0.059,,,,,,
3132,283.940504,0.763992,G283.9405+00.7639,1,A,15.716,0.065,15.135,0.172,14.865,0.13,,,,,,
3133,283.941287,0.766314,G283.9412+00.7663,1,A,15.87,0.072,14.814,0.14,14.916,0.166,,,,,,
3134,283.936473,0.762456,G283.9364+00.7624,1,C,14.615,0.024,13.691,0.038,13.642,0.08,,,12.913,0.34,,
3135,283.936359,0.767378,G283.9363+00.7673,1,A,15.785,0.067,14.759,0.123,14.485,0.122,,,,,,
3136,283.946691,0.767472,G283.9466+00.7674,1,A,,,14.873,0.13,14.656,0.118,,,,,,
3137,283.947555,0.767494,G283.9475+00.7674,1,A,,,14.681,0.109,14.204,0.094,,,,,,
3138,283.942543,0.772419,G283.9425+00.7724,1,A,15.493,0.05,14.632,0.096,14.412,0.15,,,,,,
3139,283.949463,0.772039,G283.9494+00.7720,1,A,9.612,0.021,8.605,0.019,8.579,0.068,,,8.535,0.055,,
3140,283.945129,0.772867,G283.9451+00.7728,1,A,16.713,0.175,15.803,0.283,14.686,0.137,,,13.039,0.322,,
3141,283.942021,0.773853,G283.9420+00.7738,1,A,13.455,0.026,13.025,0.035,12.858,0.092,,,12.877,0.246,,
3142,283.940873,0.775428,G283.9408+00.7754,1,A,16.175,0.104,15.185,0.168,14.82,0.216,,,,,,
3143,283.939979,0.769003,G283.9399+00.7690,1,C,13.621,0.024,11.673,0.023,11.266,0.051,,,11.204,0.109,,
3144,283.935145,0.768925,G283.9351+00.7689,1,A,,,,,15.291,0.19,,,,,,
3145,283.938362,0.777647,G283.9383+00.7776,1,A,14.591,0.057,12.95,0.057,12.7,0.083,,,12.451,0.244,,
3146,283.939365,0.778247,G283.9393+00.7782,1,A,15.125,0.035,13.389,0.036,13.03,0.099,,,12.787,0.287,,
3147,283.934278,0.776697,G283.9342+00.7767,1,A,14.83,0.036,14.28,0.071,14.404,0.146,,,,,,
3148,283.931706,0.779039,G283.9317+00.7790,1,A,15.412,0.055,14.615,0.128,14.689,0.148,,,,,,
3149,283.962956,0.776911,G283.9629+00.7769,1,A,14.64,0.039,12.827,0.031,12.636,0.094,,,12.215,0.163,,
3150,283.958734,0.777433,G283.9587+00.7774,1,A,15.678,0.065,14.142,0.068,13.809,0.123,,,,,,
3151,283.960245,0.777761,G283.9602+00.7777,1,A,15.273,0.051,13.428,0.043,12.958,0.076,,,,,,
3152,283.956925,0.778617,G283.9569+00.7786,1,A,15.513,0.059,13.66,0.051,13.387,0.129,,,,,,
3153,283.958914,0.779694,G283.9589+00.7796,1,A,14.634,0.05,13.81,0.054,13.651,0.132,,,,,,
3154,283.959961,0.784097,G283.9599+00.7841,1,A,16.583,0.165,14.668,0.108,14.409,0.132,,,,,,
3155,283.956856,0.785442,G283.9568+00.7854,1,A,14.75,0.037,13.06,0.034,12.712,0.085,,,12.555,0.256,,
3156,283.951497,0.781947,G283.9515+00.7819,1,A,14.224,0.032,12.652,0.024,12.421,0.086,,,12.27,0.207,,
3157,283.949124,0.781825,G283.9491+00.7818,1,A,11.161,0.022,10.283,0.019,10.239,0.064,,,10.174,0.073,,
3158,283.955264,0.783511,G283.9552+00.7835,1,A,11.47,0.024,11.05,0.023,10.917,0.067,,,10.819,0.081,,
3159,283.948941,0.785758,G283.9489+00.7857,1,A,14.414,0.027,14.016,0.062,13.773,0.097,,,,,,
3160,283.956794,0.790025,G283.9567+00.7900,1,A,16.11,0.097,13.989,0.063,13.774,0.089,,,,,,
3161,283.957528,0.792886,G283.9575+00.7928,1,A,13.697,0.029,13.181,0.039,13.044,0.12,,,,,,
3162,283.955575,0.792997,G283.9555+00.7930,1,A,15.766,0.083,13.906,0.062,13.505,0.099,,,,,,
3163,283.950422,0.790208,G283.9504+00.7902,1,A,14.995,0.036,12.946,0.03,12.562,0.072,,,12.25,0.167,,
3164,283.950972,0.794142,G283.9509+00.7941,1,A,15.078,0.044,14.449,0.088,14.289,0.146,,,,,,
3165,283.947132,0.794944,G283.9471+00.7949,1,A,15.797,0.068,14.765,0.119,14.526,0.143,,,,,,
3166,283.948044,0.80145,G283.9480+00.8014,1,A,,,,,9.74,0.171,,,9.923,0.117,,
3167,283.943596,0.779044,G283.9436+00.7790,1,A,14.513,0.024,13.888,0.055,13.934,0.158,,,,,,
3168,283.941912,0.785394,G283.9419+00.7853,1,A,14.832,0.03,14.439,0.081,14.379,0.157,,,,,,
3169,283.940371,0.785803,G283.9403+00.7858,1,A,14.65,0.071,13.783,0.063,13.523,0.102,,,,,,
3170,283.937656,0.791167,G283.9376+00.7911,1,A,13.008,0.036,12.572,0.038,12.58,0.095,,,12.386,0.191,,
3171,283.937959,0.782967,G283.9379+00.7829,1,A,15.094,0.037,14.303,0.081,14.758,0.198,,,,,,
3172,283.933456,0.787206,G283.9334+00.7872,1,A,15.32,0.057,14.138,0.068,13.881,0.103,,,,,,
3173,283.93062,0.788733,G283.9306+00.7887,1,A,13.249,0.022,11.911,0.021,11.842,0.098,,,11.633,0.134,,
3174,283.938912,0.793994,G283.9389+00.7939,1,A,15.629,0.079,14.33,0.081,14.02,0.107,,,,,,
3175,283.939368,0.79845,G283.9393+00.7984,1,A,15.527,0.067,14.65,0.095,14.644,0.18,,,,,,
3176,283.93579,0.8033,G283.9357+00.8033,1,A,15.473,0.072,15.039,0.14,14.883,0.202,,,,,,
3177,283.936734,0.791906,G283.9367+00.7919,1,A,14.966,0.06,14.144,0.075,14.136,0.131,,,,,,
3178,283.933842,0.796722,G283.9338+00.7967,1,A,15.834,0.087,14.054,0.073,13.809,0.131,,,,,,
3179,283.930522,0.797675,G283.9305+00.7976,1,A,14.64,0.05,12.775,0.033,12.373,0.092,,,12.26,0.266,,
3180,283.929395,0.796969,G283.9293+00.7969,1,A,15.231,0.061,14.619,0.104,14.313,0.129,,,,,,
3181,283.93477,0.757303,G283.9347+00.7573,1,A,,,,,15.274,0.171,,,,,,
3182,283.935056,0.758775,G283.9350+00.7587,1,A,15.887,0.079,14.778,0.121,14.565,0.103,,,,,,
3183,283.932184,0.757422,G283.9321+00.7574,1,C,15.898,0.092,14.333,0.094,14.066,0.087,,,,,,
3184,283.932606,0.761411,G283.9326+00.7614,1,A,15.356,0.057,14.704,0.103,14.838,0.201,,,,,,
3185,283.930156,0.758756,G283.9301+00.7587,1,A,16.272,0.116,15.218,0.187,15.03,0.129,,,,,,
3186,283.9325,0.766486,G283.9325+00.7664,1,C,15.359,0.067,13.506,0.043,13.149,0.075,,,12.614,0.17,,
3187,283.925083,0.762358,G283.9250+00.7623,1,C,14.493,0.021,13.785,0.059,13.743,0.077,,,,,,
3188,283.922502,0.764092,G283.9225+00.7640,1,A,15.66,0.085,15.055,0.139,14.823,0.14,,,,,,
3189,283.919871,0.7637,G283.9198+00.7637,1,C,14.541,0.045,13.864,0.062,13.901,0.079,,,,,,
3190,283.924558,0.767683,G283.9245+00.7676,1,C,13.486,0.024,12.945,0.024,12.913,0.071,,,,,,
3191,283.93192,0.769464,G283.9319+00.7694,1,A,14.796,0.042,14.282,0.078,14.319,0.153,,,13.063,0.3,,
3192,283.93057,0.775847,G283.9305+00.7758,1,A,14.504,0.035,12.567,0.021,12.225,0.094,,,11.905,0.08,,
3193,283.930611,0.777206,G283.9306+00.7772,1,A,13.888,0.051,12.582,0.061,12.466,0.095,,,12.22,0.157,,
3194,283.929364,0.780922,G283.9293+00.7809,1,C,15.333,0.057,14.217,0.081,13.971,0.096,,,,,,
3195,283.923563,0.780261,G283.9235+00.7802,1,A,15.656,0.078,14.809,0.121,14.5,0.201,,,,,,
3196,283.916604,0.775697,G283.9166+00.7757,1,A,14.337,0.039,13.752,0.058,13.729,0.128,,,,,,
3197,283.923647,0.778253,G283.9236+00.7782,1,A,14.035,0.026,12.093,0.019,11.689,0.056,,,11.48,0.127,,
3198,283.918107,0.77845,G283.9181+00.7784,1,A,16.188,0.105,14.878,0.123,14.441,0.135,,,,,,
3199,283.916999,0.779542,G283.9170+00.7795,1,A,13.804,0.039,12.303,0.044,12.047,0.066,,,11.925,0.142,,
3200,283.917138,0.7808,G283.9171+00.7808,1,A,15.245,0.05,13.455,0.054,13.183,0.088,,,12.498,0.208,,
